"","ForeName","Middle1","Middle2","LastName","Order","Title","PMID","DOI","Journal","Address"
"820","Gena","G","","Foster",12,"Neoantigen-driven B cell and CD4 T follicular helper cell collaboration promotes anti-tumor CD8 T cell responses.","34852236","10.1016/j.cell.2021.11.007","Cell","Department of Immunobiology, Yale University School of Medicine, New Haven, CT 06520, USA"
"821","Gene","W","","Tyson",6,"Autism-related dietary preferences mediate autism-gut microbiome associations.","34767757","10.1016/j.cell.2021.10.015","Cell","Microba Life Sciences, Brisbane, Queensland 4000, Australia"
"822","Genevieve","M","","Boland",29,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","34910928","10.1016/j.cell.2021.11.031","Cell","Massachusetts General Hospital Cancer Center, Harvard Medical School, Boston, MA, USA"
"823","Geoffrey","I","","Shapiro",35,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551","10.1016/j.cell.2021.11.017","Cell","Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA 02215, USA"
"824","Geoffroy","","","Andrieux",3,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","10.1016/j.cell.2021.09.022","Cell","Institute of Medical Bioinformatics and Systems Medicine, Medical Center-University of Freiburg, Faculty of Medicine, University of Freiburg, 79110 Freiburg, Germany"
"825","Georg","","","Kempf",3,"The CRL4DCAF1 cullin-RING ubiquitin ligase is activated following a switch in oligomerization state.","34595758","10.15252/embj.2021108008","The EMBO journal","Friedrich Miescher Institute for Biomedical Research, Basel, Switzerland"
"826","Georg","","","Krainer",11,"Liquid-liquid phase separation underpins the formation of replication factories in rotaviruses.","34524703","10.15252/embj.2021107711","The EMBO journal","Department of Chemistry, University of Cambridge, Cambridge, UK"
"827","Georg","","","Machat",16,"DNA hypomethylation leads to cGAS-induced autoinflammation in the epidermis.","34586646","10.15252/embj.2021108234","The EMBO journal","Division of Cell and Developmental Biology, Center for Anatomy and Cell Biology, Medical University of Vienna, Vienna, Austria"
"828","George","","","Alexiadis",14,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.","34822786","10.1016/j.cell.2021.11.003","Cell",""
"829","George","C","","Babis",37,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.","34822786","10.1016/j.cell.2021.11.003","Cell",""
"830","George","Davey","","Smith",50,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.","34822786","10.1016/j.cell.2021.11.003","Cell",""
"831","Gerald","","","Holtmann",27,"Autism-related dietary preferences mediate autism-gut microbiome associations.","34767757","10.1016/j.cell.2021.10.015","Cell","Faculty of Medicine and Faculty of Health and Behavioural Science, University of Queensland, St Lucia, Queensland 4072, Australia"
"832","Gerard","R","","Dawson",32,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.","34822784","10.1016/j.cell.2021.11.001","Cell","University Department of Psychiatry, University of Oxford, Warneford Hospital, Oxford, OX12JD, UK"
"833","Gerd","","","Meyer Zu Horste",12,"Stem-like intestinal Th17 cells give rise to pathogenic effector T cells during autoimmunity.","34875227","10.1016/j.cell.2021.11.018","Cell","Evergrande Center for Immunologic Diseases, Harvard Medical School and Brigham and Women's Hospital, Boston, MA 02115, USA"
"834","Gerda","","","Egger",28,"DNA hypomethylation leads to cGAS-induced autoinflammation in the epidermis.","34586646","10.15252/embj.2021108234","The EMBO journal","Ludwig Boltzmann Institute Applied Diagnostics, Vienna, Austria"
"835","Gerhard","","","Christofori",10,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Department of Biomedicine, University of Basel, Basel, Switzerland"
"836","Giacomo","","","Volpe",14,"Capture of the newly transcribed RNA interactome using click chemistry.","34697467","10.1038/s41596-021-00609-y","Nature protocols","Laboratory of Integrative Biology, Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences, Guangzhou, China"
"837","Gil","","","Amitai",14,"Cyclic CMP and cyclic UMP mediate bacterial immunity against phages.","34644530","10.1016/j.cell.2021.09.031","Cell","Department of Molecular Genetics, Weizmann Institute of Science, Rehovot 7610001, Israel"
"838","Gilad","","","Doitsh",10,"A defective viral genome strategy elicits broad protective immunity against respiratory viruses.","34852237","10.1016/j.cell.2021.11.023","Cell","Department of Microbiology and Immunology, University of California, San Francisco, San Francisco, CA 94158, USA"
"839","Giles","A","","Brown",4,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.","34822784","10.1016/j.cell.2021.11.001","Cell","Sosei-Heptares, Steinmetz Building, Granta Park, Cambridge, CB21 6DG, UK"
"840","Gisela","","","Fobo",12,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.","34939300","10.15252/msb.202110851","Molecular systems biology",""
"841","Giulia","","","Rancati",8,"Non-genetic and genetic rewiring underlie adaptation to hypomorphic alleles of an essential gene.","34528284","10.15252/embj.2021107839","The EMBO journal","Institute of Medical Biology (IMB), Agency for Science, Technology and Research (A*STAR), Singapore, Singapore"
"842","Giulia","","","Rancati",12,"Epistasis, aneuploidy, and functional mutations underlie evolution of resistance to induced microtubule depolymerization.","34605051","10.15252/embj.2021108225","The EMBO journal","Institute of Medical Biology (IMB), Agency for Science, Technology and Research (A*STAR), Singapore, Singapore"
"843","Giulia","","","Ruffini",5,"Ice2 promotes ER membrane biogenesis in yeast by inhibiting the conserved lipin phosphatase complex.","34617598","10.15252/embj.2021107958","The EMBO journal","Center for Molecular Biology of Heidelberg University (ZMBH), DKFZ-ZMBH Alliance and Cell Networks Cluster of Excellence, Heidelberg, Germany"
"844","Giulia","","","Slaviero",2,"Deciphering the physiological response of Escherichia coli under high ATP demand.","34928538","10.15252/msb.202110504","Molecular systems biology","Analysis and Redesign of Biological Networks, Max Planck Institute for Dynamics of Complex Technical Systems, Magdeburg, Germany"
"845","Giulia","","","Zanetti",10,"Helical ordering of envelope-associated proteins and glycoproteins in respiratory syncytial virus.","34935163","10.15252/embj.2021109728","The EMBO journal","Department of Biological Sciences, Birkbeck College, London, UK"
"846","Giulio","","","Mattedi",16,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.","34822784","10.1016/j.cell.2021.11.001","Cell","Sosei-Heptares, Steinmetz Building, Granta Park, Cambridge, CB21 6DG, UK"
"847","Giuseppe","","","Baldacci",16,"DNA polymerase zeta contributes to heterochromatin replication to prevent genome instability.","34533226","10.15252/embj.2020104543","The EMBO journal","Institut Jacques Monod, UMR7592, CNRS and University of Paris, Paris, France"
"848","Giuseppe","","","Di Feo",4,"EMSY inhibits homologous recombination repair and the interferon response, promoting lung cancer immune evasion.","34963055","10.1016/j.cell.2021.12.005","Cell","Department of Biochemistry and Molecular Pharmacology, New York University Grossman School of Medicine, New York, NY 10016, USA"
"849","Giuseppe","A","","Saldi",3,"GABA-receptive microglia selectively sculpt developing inhibitory circuits.","34715023","10.1016/j.cell.2021.10.009","Cell",""
"850","Gláucia","C","","Furtado",6,"Enteric pathogens induce tissue tolerance and prevent neuronal loss from subsequent infections.","34717799","10.1016/j.cell.2021.10.004","Cell","Precision Immunology Institute, Icahn School of Medicine at Mount Sinai, New York, NY, USA"
"851","Glennys","V","","Reynoso",8,"MARCO+ lymphatic endothelial cells sequester arthritogenic alphaviruses to limit viremia and viral dissemination.","34618370","10.15252/embj.2021108966","The EMBO journal","Viral Immunity and Pathogenesis Unit, Laboratory of Clinical Microbiology and Immunology, National Institutes of Allergy and Infectious Diseases, NIH, Bethesda, MD, USA"
"852","Goar","","","Frishman",15,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.","34939300","10.15252/msb.202110851","Molecular systems biology",""
"853","Gökçe","Yağmur","","Summak",49,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.","34939300","10.15252/msb.202110851","Molecular systems biology",""
"854","Gord","","","Fishell",17,"GABA-receptive microglia selectively sculpt developing inhibitory circuits.","34715023","10.1016/j.cell.2021.10.009","Cell",""
"855","Gözde","","","Kibar",6,"RIF1 and KAP1 differentially regulate the choice of inactive versus active X chromosomes.","34786738","10.15252/embj.2020105862","The EMBO journal","Max-Planck-Institut fuer molekulare Genetik, Berlin, Germany"
"856","Grace","Or","","Mizuno",3,"Bombesin-like peptide recruits disinhibitory cortical circuits and enhances fear memories.","34610277","10.1016/j.cell.2021.09.013","Cell","Departments of Biochemistry and Molecular Medicine, School of Medicine, University of California, Davis, Davis, CA, USA"
"857","Graham","S","","Timmins",20,"Mammalian hybrid pre-autophagosomal structure HyPAS generates autophagosomes.","34741801","10.1016/j.cell.2021.10.017","Cell","Autophagy Inflammation and Metabolism Center, University of New Mexico Health Sciences Center, Albuquerque, NM, USA"
"858","Grainne","","","O'Kane",14,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","10.1016/j.cell.2021.09.022","Cell","PanCuRx Translational Research Initiative, Ontario Institute for Cancer Research, Toronto, ON M5G 0A3, Canada"
"859","Greg","","","Donahue",6,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191","10.1016/j.cell.2021.11.016","Cell","Department of Cell and Developmental Biology, Penn Institute of Epigenetics, Perelman School of Medicine, Philadelphia, PA 19104, USA"
"860","Greg","","","Fleishman",3,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226","10.1016/j.cell.2021.11.024","Cell","Janelia Research Campus, Howard Hughes Medical Institute, Ashburn, VA 20147, USA"
"861","Greg","","","Osborne",20,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.","34822784","10.1016/j.cell.2021.11.001","Cell","Sosei-Heptares, Steinmetz Building, Granta Park, Cambridge, CB21 6DG, UK"
"862","Gregor","","","Eichele",14,"Postnatal expression of the lysine methyltransferase SETD1B is essential for learning and the regulation of neuron-enriched genes.","34806773","10.15252/embj.2020106459","The EMBO journal","Department for Gene and Behavior, Max Planck Institute for Biophysical Chemistry, Göttingen, Germany"
"863","Gregor","","","Eisenwort",17,"DNA hypomethylation leads to cGAS-induced autoinflammation in the epidermis.","34586646","10.15252/embj.2021108234","The EMBO journal","Institute of Immunology, Medical University of Vienna, Vienna, Austria"
"864","Gregory","J","","Goodall",16,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Centre for Cancer Biology, An alliance of SA Pathology and University of South Australia, Adelaide, SA, Australia"
"865","Gregory","J","","Goodall",2,"The many regulators of epithelial-mesenchymal transition.","34887545","10.1038/s41580-021-00442-x","Nature reviews. Molecular cell biology","Centre for Cancer Biology, an alliance of SA Pathology and the University of South Australia, Adelaide, Australia. greg.goodall@unisa.edu"
"866","Gregory","C","","Ippolito",17,"Expression and characterization of SARS-CoV-2 spike proteins.","34611365","10.1038/s41596-021-00623-0","Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA"
"867","Gregory","D","","Longmore",25,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Department of Medicine (Oncology) and Department of Cell Biology and Physiology, ICCE Institute, Washington University, St. Louis, MO, USA"
"868","Gregory","A","","Newby",9,"Enhanced prime editing systems by manipulating cellular determinants of editing outcomes.","34653350","10.1016/j.cell.2021.09.018","Cell","Merkin Institute of Transformative Technologies in Healthcare, Broad Institute of Harvard and MIT, Cambridge, MA 02141, USA"
