"","ForeName","Middle1","Middle2","LastName","Order","Title","PMID","DOI","Journal","Address","CitationCount","Gender"
"583","Dávid","","","Szüts",13,"Epistasis, aneuploidy, and functional mutations underlie evolution of resistance to induced microtubule depolymerization.",34605051,"10.15252/embj.2021108225","The EMBO journal","Institute of Enzymology, Research Centre for Natural Sciences, Budapest, Hungary","0",""
"584","David","C","S","Wong",1,"CRYPTOCHROMES promote daily protein homeostasis.",34842284,"10.15252/embj.2021108883","The EMBO journal","MRC Laboratory of Molecular Biology, Cambridge, UK","0","M"
"585","David","L","A","Wood",4,"Autism-related dietary preferences mediate autism-gut microbiome associations.",34767757,"10.1016/j.cell.2021.10.015","Cell","Microba Life Sciences, Brisbane, Queensland 4000, Australia","0","M"
"586","Dawang","","","Zhou",25,"Glycogen accumulation and phase separation drives liver tumor initiation.",34678143,"10.1016/j.cell.2021.10.001","Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China. Electronic address: dwzhou@xmu.edu","0","M"
"587","Dawei","","","Li",8,"A viral protein disrupts vacuolar acidification to facilitate virus infection in plants.",34888888,"10.15252/embj.2021108713","The EMBO journal","State Key Laboratory of Agro-Biotechnology, College of Biological Sciences, China Agricultural University, Beijing, China","0","M"
"588","Dayong","","","Yang",4,"Rolling circle amplification (RCA)-based DNA hydrogel.",34716450,"10.1038/s41596-021-00621-2","Nature protocols","Frontiers Science Center for Synthetic Biology, Key Laboratory of Systems Bioengineering (MOE), School of Chemical Engineering and Technology, Tianjin University, Tianjin, P. R. China. dayong.yang@tju.edu","0","M"
"589","Deanne","M","","Taylor",31,"Fundamental Biological Features of Spaceflight: Advancing the Field to Enable Deep-Space Exploration.",34822785,"10.1016/j.cell.2021.11.008","Cell","","0","F"
"590","Deborah","M","","Sloboda",18,"Over-celling fetal microbial exposure.",34822779,"10.1016/j.cell.2021.10.026","Cell","Department of Biochemistry and Biomedical Sciences, McMaster University, Hamilton, ON, Canada","0","F"
"591","Debra","","","Patt",9,"Quantitative magnetic resonance imaging and tumor forecasting of breast cancer patients in the community setting.",34552262,"10.1038/s41596-021-00617-y","Nature protocols","Texas Oncology, Austin, TX, USA","0","F"
"592","Delphine","","","Planas",7,"SARS-CoV-2 Alpha, Beta, and Delta variants display enhanced Spike-mediated syncytia formation.",34601723,"10.15252/embj.2021108944","The EMBO journal","Virus &amp","0","F"
"593","Denes","","","Turei",98,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","M"
"594","Denise","M","","Monack",3,"Controlling the polarity of human gastrointestinal organoids to investigate epithelial biology and infectious diseases.",34663962,"10.1038/s41596-021-00607-0","Nature protocols","Department of Microbiology and Immunology, Stanford University, Stanford, CA, USA","0","F"
"595","Denise","","","Slenter",56,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","F"
"596","Deniz","","","Vaizoglu",6,"C9orf72 ALS/FTD dipeptide repeat protein levels are reduced by small molecules that inhibit PKA or enhance protein degradation.",34791698,"10.15252/embj.2020105026","The EMBO journal","Department of Neurodegenerative Disease, UCL Queen Square Institute of Neurology, London, UK","0","M"
"597","Dennis","W","","Dickson",11,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.",34890553,"10.1016/j.cell.2021.11.029","Cell","","0","M"
"598","Dennis","Manfred","","Krüger",4,"Postnatal expression of the lysine methyltransferase SETD1B is essential for learning and the regulation of neuron-enriched genes.",34806773,"10.15252/embj.2020106459","The EMBO journal","Department for Systems Medicine and Epigenetics, German Center for Neurodegenerative Diseases (DZNE), Göttingen, Germany","0","M"
"599","Derek","L","","Bolhuis",2,"Functional conservation and divergence of the helix-turn-helix motif of E2 ubiquitin-conjugating enzymes.",34942047,"10.15252/embj.2021108823","The EMBO journal","Department of Biochemistry and Biophysics and Lineberger Comprehensive Cancer Center, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA","0","M"
"600","Desiré","","","García-Pichardo",6,"The Hda1 histone deacetylase limits divergent non-coding transcription and restricts transcription initiation frequency.",34661296,"10.15252/embj.2021108903","The EMBO journal","Copenhagen Plant Science Centre, Department of Plant and Environmental Sciences, University of Copenhagen, Frederiksberg C, Denmark","0",""
"601","Dewight","","","Williams",9,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.",34890553,"10.1016/j.cell.2021.11.029","Cell","","0","M"
"602","Dezso","","","Modos",108,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","M"
"603","Diankun","","","Yu",2,"Phospholipid-flippase chaperone CDC50A is required for synapse maintenance by regulating phosphatidylserine exposure.",34585770,"10.15252/embj.2021107915","The EMBO journal","Weill Institute for Neuroscience, University of California, San Francisco (UCSF), San Francisco, CA, USA","0",""
"604","Dian","","","Yang",8,"Mapping the genetic landscape of DNA double-strand break repair.",34672952,"10.1016/j.cell.2021.10.002","Cell","Department of Cellular and Molecular Pharmacology, University of California, San Francisco, San Francisco, CA 94158, USA","0","F"
"605","Dick","H","W","Dekkers",7,"Caldendrin and myosin V regulate synaptic spine apparatus localization via ER stabilization in dendritic spines.",34935159,"10.15252/embj.2020106523","The EMBO journal","Center for Proteomics, Erasmus MC, Rotterdam, The Netherlands","0","M"
"606","Didier","","","Busso",6,"Sir3 heterochromatin protein promotes non-homologous end joining by direct inhibition of Sae2.",34817085,"10.15252/embj.2021108813","The EMBO journal","CIGEx platform. Université de Paris and Université Paris-Saclay, INSERM, iRCM/IBFJ CEA, UMR Stabilité Génétique Cellules Souches et Radiations, Fontenay-aux-Roses, France","0","M"
"607","Didier","","","Goidin",12,"DNA polymerase zeta contributes to heterochromatin replication to prevent genome instability.",34533226,"10.15252/embj.2020104543","The EMBO journal","Life Sciences and Diagnostics Group, Agilent Technologies France, Les Ulis, France","0","M"
"608","Diego","","","Rojas-Rivera",2,"BAX inhibitor-1 regulates autophagy by controlling the IRE1α branch of the unfolded protein response.",34726286,"10.15252/embj.2021109149","The EMBO journal","","0","M"
"609","Dieter","","","Maier",84,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"10.15252/msb.202110851","Molecular systems biology","","0","M"
"610","Dietmar","Rudolf","","Thal",25,"Visualizing in deceased COVID-19 patients how SARS-CoV-2 attacks the respiratory and olfactory mucosae but spares the olfactory bulb.",34798069,"10.1016/j.cell.2021.10.027","Cell","Department of Pathology, University Hospitals Leuven, Leuven, Belgium","0","M"
"611","Dimitrios","","","Papagiannidis",1,"Ice2 promotes ER membrane biogenesis in yeast by inhibiting the conserved lipin phosphatase complex.",34617598,"10.15252/embj.2021107958","The EMBO journal","Center for Molecular Biology of Heidelberg University (ZMBH), DKFZ-ZMBH Alliance and Cell Networks Cluster of Excellence, Heidelberg, Germany","0","M"
"612","Dimitri","","","Prybylski",5,"Infodemics: A new challenge for public health.",34890548,"10.1016/j.cell.2021.10.031","Cell","Global Immunization Division, Center for Global Health, U.S. Centers for Disease Control and Prevention, Atlanta, GA 30030, USA","1","M"
"613","Dinh","","","Diep",2,"Scalable dual-omics profiling with single-nucleus chromatin accessibility and mRNA expression sequencing 2 (SNARE-seq2).",34650278,"10.1038/s41596-021-00507-3","Nature protocols","Department of Bioengineering, University of California, San Diego, La Jolla, CA, USA","0","M"
"614","Dino","","","Samartzis",42,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"10.1016/j.cell.2021.11.003","Cell","","0","M"
"615","Divyashree","","","Kushnoor",7,"Discovering dominant tumor immune archetypes in a pan-cancer census.",34963056,"10.1016/j.cell.2021.12.004","Cell","Department of Pathology, University of California, San Francisco, San Francisco, CA 94143, USA","0","F"
"616","Djordje","","","Bajić",2,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).",34635859,"10.1038/s41596-021-00593-3","Nature protocols","Department of Ecology &amp","0","M"
"617","Do-Hwan","","","Ahn",2,"The GFP thermal shift assay for screening ligand and lipid interactions to solute carrier transporters.",34707255,"10.1038/s41596-021-00619-w","Nature protocols","Department of Biochemistry and Biophysics, Stockholm University, Stockholm, Sweden","0","M"
"618","Dominic","P","","Norris",15,"De novo identification of mammalian ciliary motility proteins using cryo-EM.",34715025,"10.1016/j.cell.2021.10.007","Cell","MRC Harwell Institute, Harwell Campus, Oxfordshire OX11 0RD, UK. Electronic address: d.norris@har.mrc.ac","4","M"
"619","Dominique","","","Cleary",11,"Autism-related dietary preferences mediate autism-gut microbiome associations.",34767757,"10.1016/j.cell.2021.10.015","Cell","Telethon Kids Institute, The University of Western Australia, Nedlands, Western Australia 6009, Australia","0",""
"620","Donald","F","","Newgreen",31,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.",34654908,"10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Murdoch Children's Research Institute, Royal Children's Hospital, Parkville, VIC, Australia","0","M"
"621","Donal","T","","Skelly",4,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"10.1016/j.cell.2021.10.011","Cell","Peter Medawar Building for Pathogen Research, Nuffield Department of Clinical Medicine, University of Oxford, Oxford, UK","24","M"
"622","Dongdong","","","Yu",52,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.",34767776,"10.1016/j.cell.2021.10.023","Cell","","0","M"
"623","Dongmin","","","Pak",6,"Fabrication and use of silicon hollow-needle arrays to achieve tissue nanotransfection in mouse tissue in vivo.",34837085,"10.1038/s41596-021-00631-0","Nature protocols","Electrical and Computer Engineering, Purdue University, West Lafayette, IN, USA","0","M"
"624","Dongning","","","Pan",11,"Asparagine reinforces mTORC1 signaling to boost thermogenesis and glycolysis in adipose tissues.",34704268,"10.15252/embj.2021108069","The EMBO journal","Key Laboratory of Metabolism and Molecular Medicine of the Ministry of Education, Department of Biochemistry and Molecular Biology of School of Basic Medical Sciences, Fudan University, Shanghai, China","0","M"
"625","Dongxue","","","Su",8,"Glycogen accumulation and phase separation drives liver tumor initiation.",34678143,"10.1016/j.cell.2021.10.001","Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China","0","F"
"626","Dongye","","","Wang",15,"Capture of the newly transcribed RNA interactome using click chemistry.",34697467,"10.1038/s41596-021-00609-y","Nature protocols","Laboratory of Integrative Biology, Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences, Guangzhou, China","0","M"
"627","Donna","","","Rahgoshay",9,"Identification of a therapeutic interfering particle-A single-dose SARS-CoV-2 antiviral intervention with a high barrier to resistance.",34838159,"10.1016/j.cell.2021.11.004","Cell","VxBiosciences Inc., Berkeley, CA 94707, USA","0","F"
"628","Dorisanne","Y","","Ragon",19,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.",34890551,"10.1016/j.cell.2021.11.017","Cell","Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA 02215, USA","0",""
"629","Dorit","","","Farfara",14,"Insular cortex neurons encode and retrieve specific immune responses.",34752731,"10.1016/j.cell.2021.10.013","Cell","Department of Immunology, Rappaport Faculty of Medicine, Technion - Israel Institute of Technology, Haifa, Israel","0","F"
"630","Dorit","","","Farfara",14,"Insular cortex neurons encode and retrieve specific immune responses.",34890554,"10.1016/j.cell.2021.11.021","Cell","","0","F"
"631","Douglas","A","","Rubinson",38,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.",34890551,"10.1016/j.cell.2021.11.017","Cell","Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA 02215, USA","0","M"
